Timestamop,IP Address,Reactors,Output Type,Current Output
3801480281,192.168.1.200,2,VSET,0
3801480281,192.168.1.200,2,ISET,0
3801480281,192.168.1.200,2,VOUT,0
3801480281,192.168.1.200,2,IOUT,0
3801480282,192.168.1.201,1,VSET,0
3801480282,192.168.1.201,1,ISET,0
3801480282,192.168.1.201,1,VOUT,0
3801480282,192.168.1.201,1,IOUT,0
3801480282,192.168.1.201,2,VSET,0
3801480282,192.168.1.201,2,ISET,0
3801480282,192.168.1.201,2,VOUT,0
3801480282,192.168.1.201,2,IOUT,0
3801480282,192.168.1.198,1,VSET,0
3801480282,192.168.1.198,1,ISET,0
3801480282,192.168.1.198,1,VOUT,0
3801480282,192.168.1.198,1,IOUT,0
3801480282,192.168.1.198,2,VSET,0
3801480282,192.168.1.198,2,ISET,0
3801480282,192.168.1.198,2,VOUT,0
3801480282,192.168.1.198,2,IOUT,0
0,,0,,0
3801480341,192.168.1.200,1,VSET,0
3801480341,192.168.1.200,1,ISET,0
3801480341,192.168.1.200,1,VOUT,0
3801480341,192.168.1.200,1,IOUT,0
3801480341,192.168.1.200,2,VSET,0
3801480341,192.168.1.200,2,ISET,0
3801480341,192.168.1.200,2,VOUT,0
3801480341,192.168.1.200,2,IOUT,0
3801480342,192.168.1.201,1,VSET,0
3801480342,192.168.1.201,1,ISET,0
3801480342,192.168.1.201,1,VOUT,0
3801480342,192.168.1.201,1,IOUT,0
3801480342,192.168.1.201,2,VSET,0
3801480342,192.168.1.201,2,ISET,0
3801480342,192.168.1.201,2,VOUT,0
3801480342,192.168.1.201,2,IOUT,0
3801480342,192.168.1.198,1,VSET,0
3801480342,192.168.1.198,1,ISET,0
3801480342,192.168.1.198,1,VOUT,0
3801480342,192.168.1.198,1,IOUT,0
3801480342,192.168.1.198,2,VSET,0
3801480342,192.168.1.198,2,ISET,0
3801480342,192.168.1.198,2,VOUT,0
3801480342,192.168.1.198,2,IOUT,0
0,,0,,0
3801480401,192.168.1.200,1,VSET,0
3801480401,192.168.1.200,1,ISET,0
3801480401,192.168.1.200,1,VOUT,0
3801480401,192.168.1.200,1,IOUT,0
3801480401,192.168.1.200,2,VSET,0
3801480401,192.168.1.200,2,ISET,0
3801480401,192.168.1.200,2,VOUT,0
3801480401,192.168.1.200,2,IOUT,0
3801480402,192.168.1.201,1,VSET,0
3801480402,192.168.1.201,1,ISET,0
3801480402,192.168.1.201,1,VOUT,0
3801480402,192.168.1.201,1,IOUT,0
3801480402,192.168.1.201,2,VSET,0
3801480402,192.168.1.201,2,ISET,0
3801480402,192.168.1.201,2,VOUT,0
3801480402,192.168.1.201,2,IOUT,0
3801480402,192.168.1.198,1,VSET,0
3801480402,192.168.1.198,1,ISET,0
3801480402,192.168.1.198,1,VOUT,0
3801480402,192.168.1.198,1,IOUT,0
3801480402,192.168.1.198,2,VSET,0
3801480402,192.168.1.198,2,ISET,0
3801480402,192.168.1.198,2,VOUT,0
3801480402,192.168.1.198,2,IOUT,0
